stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station
6880,,"Viršupis",,54.69580,25.34423,http://www.stops.lt/vilnius/index.html#stop/1128,,
4520,,"Bistryčios st.",,54.70834,25.32978,http://www.stops.lt/vilnius/index.html#stop/1130,,
4521,,"Bistryčios st.",,54.70839,25.32956,http://www.stops.lt/vilnius/index.html#stop/1131,,
6720,,"Klinikų st.",,54.71161,25.31573,http://www.stops.lt/vilnius/index.html#stop/1112,,
6723,,"Klinikų st.",,54.71134,25.31669,http://www.stops.lt/vilnius/index.html#stop/1111,,
1167,,"Žolyno st.",,54.70782,25.33847,http://www.stops.lt/vilnius/index.html#stop/1125,,
8800,,"Klinikų st.",,54.71124,25.31498,http://www.stops.lt/vilnius/index.html#stop/1110a,,
9755,,"Mileišiškės",,54.71176,25.34174,http://www.stops.lt/vilnius/index.html#stop/2299,,
9756,,"Mileišiškės",,54.71172,25.34209,http://www.stops.lt/vilnius/index.html#stop/2298,,
9612,,"Mileišiškių sodai",,54.71312,25.34809,http://www.stops.lt/vilnius/index.html#stop/2399,,
9613,,"Mileišiškių sodai",,54.71297,25.34743,http://www.stops.lt/vilnius/index.html#stop/2400,,
9608,,"Anapilio st.",,54.70764,25.35853,http://www.stops.lt/vilnius/index.html#stop/2395,,
9609,,"Anapilio st.",,54.70771,25.35840,http://www.stops.lt/vilnius/index.html#stop/2396,,
9675,,"Viršupio sodai",,54.71267,25.35319,http://www.stops.lt/vilnius/index.html#stop/2397,,
9676,,"Viršupio sodai",,54.71332,25.35260,http://www.stops.lt/vilnius/index.html#stop/2398,,
7189,,"Agrastų st.",,54.62943,25.17703,http://www.stops.lt/vilnius/index.html#stop/5124,,
7910,,"Chemijos st.",,54.62689,25.14704,http://www.stops.lt/vilnius/index.html#stop/2810a,,
5747,,"Chemijos st.",,54.62650,25.15072,http://www.stops.lt/vilnius/index.html#stop/2811,,
5750,,"Prekybos st.",,54.62063,25.15741,http://www.stops.lt/vilnius/index.html#stop/2813,,
5751,,"Prekybos st.",,54.62128,25.15673,http://www.stops.lt/vilnius/index.html#stop/2812,,
7180,,"Kazbėjų žiedas",,54.61660,25.13801,http://www.stops.lt/vilnius/index.html#stop/2822,,
6449,,"Fermentų st.",,54.62471,25.14078,http://www.stops.lt/vilnius/index.html#stop/2801,,
6450,,"Fermentų st.",,54.62558,25.13985,http://www.stops.lt/vilnius/index.html#stop/2802,,
6455,,"Kazbėjų st.",,54.61584,25.14953,http://www.stops.lt/vilnius/index.html#stop/2807,,
6456,,"Kazbėjų st.",,54.61645,25.14909,http://www.stops.lt/vilnius/index.html#stop/2806,,
6457,,"Slėnis",,54.61215,25.15422,http://www.stops.lt/vilnius/index.html#stop/2808,,
6458,,"Slėnis",,54.61227,25.15440,http://www.stops.lt/vilnius/index.html#stop/2809,,
4531,,"Vytauto Andriaus Graičiūno st.",,54.60814,25.16000,http://www.stops.lt/vilnius/index.html#stop/2821,,
6453,,"Vokės st.",,54.62144,25.14314,http://www.stops.lt/vilnius/index.html#stop/2803,,
6454,,"Vokės st.",,54.61928,25.14517,http://www.stops.lt/vilnius/index.html#stop/2805,,
6469,,"Vokės st.",,54.61964,25.14504,http://www.stops.lt/vilnius/index.html#stop/2804,,
9311,,"Kadugių st.",,54.62743,25.17996,http://www.stops.lt/vilnius/index.html#stop/2949,,
9312,,"Kadugių st.",,54.62674,25.18154,http://www.stops.lt/vilnius/index.html#stop/2950,,
9308,,"Vasarotojų st.",,54.62497,25.18591,http://www.stops.lt/vilnius/index.html#stop/2947,,
9310,,"Vasarotojų st.",,54.62522,25.18518,http://www.stops.lt/vilnius/index.html#stop/2948,,
9200,,"Baltoji Vokė",,54.60369,25.19337,http://www.stops.lt/vilnius/index.html#stop/5111,,
9201,,"Baltoji Vokė",,54.60334,25.19387,http://www.stops.lt/vilnius/index.html#stop/5110,,
9726,,"Juodšilių st.",,54.61669,25.16242,http://www.stops.lt/vilnius/index.html#stop/2814,,
9727,,"Juodšilių st.",,54.61658,25.16230,http://www.stops.lt/vilnius/index.html#stop/2820,,
9115,,"Fermentų st.",,54.62654,25.13932,http://www.stops.lt/vilnius/index.html#stop/2802a,,
9298,,"Vilniaus Pergalė",,54.61410,25.15204,http://www.stops.lt/vilnius/index.html#stop/2823,,
9303,,"Zuikių st.",,54.63239,25.19866,http://www.stops.lt/vilnius/index.html#stop/2946,,
7080,,"1-osios Bukiškės",,54.76356,25.20003,http://www.stops.lt/vilnius/index.html#stop/4902,,
7082,,"2-osios Bukiškės",,54.76309,25.19852,http://www.stops.lt/vilnius/index.html#stop/4901,,
9818,,"Daubų st.",,54.75730,25.23133,http://www.stops.lt/vilnius/index.html#stop/2153,,
9970,,"Bajorų miškas",,54.75633,25.24233,http://www.stops.lt/vilnius/index.html#stop/2154,,
9971,,"Bajorų miškas",,54.75626,25.24250,http://www.stops.lt/vilnius/index.html#stop/2155,,
9693,,"Mokslininkų st.",,54.75445,25.24977,http://www.stops.lt/vilnius/index.html#stop/2150,,
9694,,"Mokslininkų st.",,54.75454,25.24930,http://www.stops.lt/vilnius/index.html#stop/2149,,
9815,,"Riaubonių st.",,54.75526,25.23294,http://www.stops.lt/vilnius/index.html#stop/2152,,
9496,,"Bajorai",,54.75674,25.23716,http://www.stops.lt/vilnius/index.html#stop/2148,,
9053,,"Ragės st.",,54.78495,25.35139,http://www.stops.lt/vilnius/index.html#stop/2261,,
9054,,"Ragės st.",,54.78477,25.35175,http://www.stops.lt/vilnius/index.html#stop/2262,,
9081,,"Balsių mokykla",,54.78070,25.35952,http://www.stops.lt/vilnius/index.html#stop/2259,,
9045,,"Austėjos st.",,54.77823,25.34554,http://www.stops.lt/vilnius/index.html#stop/2255,,
9046,,"Austėjos st.",,54.77817,25.34615,http://www.stops.lt/vilnius/index.html#stop/2256,,
9047,,"Žalčių st.",,54.77819,25.35032,http://www.stops.lt/vilnius/index.html#stop/2257,,
9048,,"Žalčių st.",,54.77807,25.35124,http://www.stops.lt/vilnius/index.html#stop/2258,,
8315,,"Balsiai",,54.78595,25.34779,http://www.stops.lt/vilnius/index.html#stop/2222,,
9798,,"Balsiai",,54.78604,25.34776,http://www.stops.lt/vilnius/index.html#stop/2263,,
5822,,"Ateities st.",,54.73682,25.26515,http://www.stops.lt/vilnius/index.html#stop/2101,,
5828,,"Ateities st.",,54.73707,25.26672,http://www.stops.lt/vilnius/index.html#stop/2002,,
6640,,"Kalvarijos",,54.73933,25.27535,http://www.stops.lt/vilnius/index.html#stop/2112,,
6633,,"Rugių st.",,54.73819,25.27044,http://www.stops.lt/vilnius/index.html#stop/5143,,
6634,,"Rugių st.",,54.73801,25.26928,http://www.stops.lt/vilnius/index.html#stop/5142,,
348,,"Ateities st.",,54.73600,25.26599,http://www.stops.lt/vilnius/index.html#stop/2017,,
5827,,"Ateities st.",,54.73630,25.26656,http://www.stops.lt/vilnius/index.html#stop/2019,,
6773,,"Ateities st.",,54.73750,25.26584,http://www.stops.lt/vilnius/index.html#stop/2102,,
6776,,"Mokyklos st.",,54.74535,25.26338,http://www.stops.lt/vilnius/index.html#stop/2103,,
6777,,"Mokyklos st.",,54.74629,25.26375,http://www.stops.lt/vilnius/index.html#stop/2104,,
5835,,"Baltupiai",,54.72758,25.27858,http://www.stops.lt/vilnius/index.html#stop/2010,,
5833,,"Didlaukio st.",,54.72903,25.26926,http://www.stops.lt/vilnius/index.html#stop/2008,,
5834,,"Didlaukio st.",,54.72915,25.27162,http://www.stops.lt/vilnius/index.html#stop/2009,,
6500,,"Jeruzalė",,54.74415,25.27788,http://www.stops.lt/vilnius/index.html#stop/2115,,
6501,,"Jeruzalė",,54.74295,25.27691,http://www.stops.lt/vilnius/index.html#stop/2114,,
6497,,"Kalvarijos",,54.73997,25.27677,http://www.stops.lt/vilnius/index.html#stop/2113,,
5836,,"Baltupiai",,54.72688,25.28001,http://www.stops.lt/vilnius/index.html#stop/2011,,
6487,,"Baltupiai",,54.72828,25.28013,http://www.stops.lt/vilnius/index.html#stop/2018,,
6494,,"Kalvarijos",,54.73854,25.27686,http://www.stops.lt/vilnius/index.html#stop/2003,,
5839,,"Naujakiemio st.",,54.72387,25.28144,http://www.stops.lt/vilnius/index.html#stop/2012,,
5840,,"Naujakiemio st.",,54.72467,25.28114,http://www.stops.lt/vilnius/index.html#stop/2013,,
6488,,"Pušynas",,54.73436,25.27891,http://www.stops.lt/vilnius/index.html#stop/2006,,
6489,,"Pušynas",,54.73328,25.27880,http://www.stops.lt/vilnius/index.html#stop/2007,,
6491,,"Seminarija",,54.73702,25.27791,http://www.stops.lt/vilnius/index.html#stop/2004,,
6492,,"Seminarija",,54.73576,25.27801,http://www.stops.lt/vilnius/index.html#stop/2005,,
6748,,"Buivydiškės",,54.71679,25.19655,http://www.stops.lt/vilnius/index.html#stop/4402,,
6749,,"Buivydiškės",,54.71738,25.19694,http://www.stops.lt/vilnius/index.html#stop/4403,,
6751,,"Sodų st.",,54.72409,25.18789,http://www.stops.lt/vilnius/index.html#stop/4404,,
6752,,"Sodų st.",,54.72432,25.18712,http://www.stops.lt/vilnius/index.html#stop/4405,,
6743,,"Tvenkinių st.",,54.71065,25.20082,http://www.stops.lt/vilnius/index.html#stop/3403,,
6746,,"Tvenkinių st.",,54.71103,25.20060,http://www.stops.lt/vilnius/index.html#stop/4401,,
10280,,"Sidaronių st.",,54.70881,25.20298,http://www.stops.lt/vilnius/index.html#stop/3404,,
10281,,"Sidaronių st.",,54.70795,25.20358,http://www.stops.lt/vilnius/index.html#stop/3405,,
5378,,"Kalvarijų turgus",,54.69931,25.28249,http://www.stops.lt/vilnius/index.html#stop/0703,,
6843,,"Kalvarijų turgus",,54.70019,25.28301,http://www.stops.lt/vilnius/index.html#stop/0704,,
5244,,"Žaliasis tiltas",,54.69234,25.28003,http://www.stops.lt/vilnius/index.html#stop/0102,,
5245,,"Žaliasis tiltas",,54.69236,25.28048,http://www.stops.lt/vilnius/index.html#stop/0101,,
753,,"Europos aikštė",,54.69564,25.27743,http://www.stops.lt/vilnius/index.html#stop/0104,,
5239,,"Europos aikštė",,54.69544,25.27698,http://www.stops.lt/vilnius/index.html#stop/0103,,
988,,"Lietuvos sąjūdžio kelias",,54.69853,25.26650,http://www.stops.lt/vilnius/index.html#stop/0106,,
6635,,"Lietuvos sąjūdžio kelias",,54.69825,25.26630,http://www.stops.lt/vilnius/index.html#stop/0105,,
7381,,"Nacionalinė dailės galerija",,54.69671,25.27311,http://www.stops.lt/vilnius/index.html#stop/0113,,
7382,,"Nacionalinė dailės galerija",,54.69768,25.27115,http://www.stops.lt/vilnius/index.html#stop/0114,,
7769,,"Šnipiškės",,54.69983,25.26892,http://www.stops.lt/vilnius/index.html#stop/0115,,
677,,"Lvovo st.",,54.69457,25.28387,http://www.stops.lt/vilnius/index.html#stop/0110,,
5667,,"Lvovo st.",,54.69448,25.28276,http://www.stops.lt/vilnius/index.html#stop/0109,,
5539,,"Alberto Goštauto st.",,54.69456,25.26747,http://www.stops.lt/vilnius/index.html#stop/0221,,
5248,,"Operos ir baleto teatras",,54.69081,25.27732,http://www.stops.lt/vilnius/index.html#stop/0233,,
5249,,"Operos ir baleto teatras",,54.69123,25.27574,http://www.stops.lt/vilnius/index.html#stop/0232,,
474,,"Gedimino prospektas",,54.68909,25.26261,http://www.stops.lt/vilnius/index.html#stop/0219,,
5774,,"Gedimino prospektas",,54.68894,25.26208,http://www.stops.lt/vilnius/index.html#stop/0220,,
5459,,"Jogailos st.",,54.68527,25.27815,http://www.stops.lt/vilnius/index.html#stop/0207,,
5881,,"Jokūbo Jasinskio st.",,54.68812,25.26329,http://www.stops.lt/vilnius/index.html#stop/0218,,
5937,,"Jokūbo Jasinskio st.",,54.68828,25.26352,http://www.stops.lt/vilnius/index.html#stop/0217,,
5936,,"Pamėnkalnio st.",,54.68784,25.26659,http://www.stops.lt/vilnius/index.html#stop/0216,,
6736,,"Juozo Tumo-Vaižganto st.",,54.68958,25.26922,http://www.stops.lt/vilnius/index.html#stop/0226,,
5257,,"Kražių st.",,54.69179,25.27091,http://www.stops.lt/vilnius/index.html#stop/0224,,
5258,,"Kražių st.",,54.69172,25.27116,http://www.stops.lt/vilnius/index.html#stop/0225,,
6356,,"Lukiškės",,54.69090,25.27072,http://www.stops.lt/vilnius/index.html#stop/0231,,
7663,,"Lukiškės",,54.69037,25.27231,http://www.stops.lt/vilnius/index.html#stop/0236,,
7664,,"Lukiškės",,54.69056,25.27045,http://www.stops.lt/vilnius/index.html#stop/0230a,,
5259,,"Vašingtono aikštė",,54.69160,25.26987,http://www.stops.lt/vilnius/index.html#stop/0223,,
5334,,"Islandijos st.",,54.68500,25.27641,http://www.stops.lt/vilnius/index.html#stop/0212,,
5332,,"Pamėnkalnio st.",,54.68736,25.26934,http://www.stops.lt/vilnius/index.html#stop/0215,,
5338,,"Centro poliklinika",,54.68371,25.27701,http://www.stops.lt/vilnius/index.html#stop/0235,,
7238,,"Arkikatedra",,54.68665,25.28644,http://www.stops.lt/vilnius/index.html#stop/0203,,
7245,,"Arkikatedra",,54.68649,25.28666,http://www.stops.lt/vilnius/index.html#stop/0405,,
893,,"Vinco Kudirkos aikštė",,54.68775,25.27985,http://www.stops.lt/vilnius/index.html#stop/0210a,,
5409,,"Vinco Kudirkos aikštė",,54.68871,25.27982,http://www.stops.lt/vilnius/index.html#stop/0211,,
5492,,"Vinco Kudirkos aikštė",,54.68753,25.27980,http://www.stops.lt/vilnius/index.html#stop/0210,,
5264,,"Juozo Tumo-Vaižganto st.",,54.68835,25.26799,http://www.stops.lt/vilnius/index.html#stop/0214,,
848,,"Karaliaus Mindaugo tiltas",,54.68858,25.28741,http://www.stops.lt/vilnius/index.html#stop/0201,,
6855,,"Karaliaus Mindaugo tiltas",,54.68867,25.28663,http://www.stops.lt/vilnius/index.html#stop/0202,,
9004,,"Antano Tumėno st.",,54.69221,25.26145,http://www.stops.lt/vilnius/index.html#stop/0237,,
9006,,"Nepriklausomybės aikštė",,54.68951,25.26522,http://www.stops.lt/vilnius/index.html#stop/0238,,
6179,,"Keramikų st.",,54.72949,25.37465,http://www.stops.lt/vilnius/index.html#stop/1012,,
6180,,"Keramikų st.",,54.72956,25.37489,http://www.stops.lt/vilnius/index.html#stop/1013,,
456,,"Galgiai",,54.72022,25.41132,http://www.stops.lt/vilnius/index.html#stop/4602,,
6895,,"Gvazdikų st.",,54.74315,25.39835,http://www.stops.lt/vilnius/index.html#stop/3528,,
6896,,"Gvazdikų st.",,54.74366,25.39804,http://www.stops.lt/vilnius/index.html#stop/3527,,
6190,,"Lubinų st.",,54.72959,25.41217,http://www.stops.lt/vilnius/index.html#stop/1018,,
6191,,"Lubinų st.",,54.72898,25.41189,http://www.stops.lt/vilnius/index.html#stop/1024,,
6188,,"Paliuliškės",,54.73365,25.41033,http://www.stops.lt/vilnius/index.html#stop/1016,,
6189,,"Paliuliškės",,54.73315,25.41064,http://www.stops.lt/vilnius/index.html#stop/1017,,
6192,,"Purienų st.",,54.72529,25.41212,http://www.stops.lt/vilnius/index.html#stop/1025,,
6193,,"Purienų st.",,54.72575,25.41235,http://www.stops.lt/vilnius/index.html#stop/4601,,
429,,"Dvarčionys",,54.72972,25.37052,http://www.stops.lt/vilnius/index.html#stop/1011,,
6181,,"Dvarčionys",,54.72986,25.37033,http://www.stops.lt/vilnius/index.html#stop/1026,,
6173,,"Aukštagiris",,54.73049,25.35577,http://www.stops.lt/vilnius/index.html#stop/3523,,
6174,,"Aukštagiris",,54.73057,25.35661,http://www.stops.lt/vilnius/index.html#stop/1008,,
6183,,"Baniškės",,54.73449,25.38812,http://www.stops.lt/vilnius/index.html#stop/1014,,
6184,,"Baniškės",,54.73451,25.38710,http://www.stops.lt/vilnius/index.html#stop/3525,,
6176,,"Dvarčionių kryžkelė",,54.73347,25.37073,http://www.stops.lt/vilnius/index.html#stop/1009,,
6177,,"Dvarčionių kryžkelė",,54.73344,25.36972,http://www.stops.lt/vilnius/index.html#stop/3524,,
6185,,"Kairėnai",,54.73623,25.40042,http://www.stops.lt/vilnius/index.html#stop/3526,,
6186,,"Kairėnai",,54.73625,25.40082,http://www.stops.lt/vilnius/index.html#stop/1015,,
6170,,"Plytinės st.",,54.72791,25.34778,http://www.stops.lt/vilnius/index.html#stop/1007,,
6171,,"Plytinės st.",,54.72762,25.34671,http://www.stops.lt/vilnius/index.html#stop/1006,,
900,,"Senoji plytinė",,54.72416,25.34075,http://www.stops.lt/vilnius/index.html#stop/1005,,
6239,,"Senoji plytinė",,54.72403,25.33967,http://www.stops.lt/vilnius/index.html#stop/1004,,
6898,,"Žemoji Veržuva",,54.74985,25.40133,http://www.stops.lt/vilnius/index.html#stop/3529,,
6899,,"Žemoji Veržuva",,54.74975,25.40141,http://www.stops.lt/vilnius/index.html#stop/3530,,
8250,,"Keramikų st.",,54.72937,25.37476,http://www.stops.lt/vilnius/index.html#stop/1027,,
9925,,"Vinciūniškės",,54.75919,25.39500,http://www.stops.lt/vilnius/index.html#stop/3561,,
5807,,"Antano Jonyno st.",,54.73137,25.24744,http://www.stops.lt/vilnius/index.html#stop/3817,,
5808,,"Antano Jonyno st.",,54.73156,25.24893,http://www.stops.lt/vilnius/index.html#stop/3818,,
5804,,"Kaimelio st.",,54.73066,25.24621,http://www.stops.lt/vilnius/index.html#stop/5159,,
5810,,"Liudo Giros st.",,54.73376,25.25421,http://www.stops.lt/vilnius/index.html#stop/3822,,
5812,,"Liudo Giros st.",,54.73329,25.25210,http://www.stops.lt/vilnius/index.html#stop/3819,,
5814,,"Mykolo Romerio universitetas",,54.73517,25.25795,http://www.stops.lt/vilnius/index.html#stop/3823,,
5815,,"Mykolo Romerio universitetas",,54.73531,25.25976,http://www.stops.lt/vilnius/index.html#stop/2001,,
5803,,"Kaimelio žiedas",,54.73160,25.24446,http://www.stops.lt/vilnius/index.html#stop/3813,,
5511,,"Fabijoniškių žiedas",,54.73933,25.24044,http://www.stops.lt/vilnius/index.html#stop/3809,,
5515,,"Gedvydžių st.",,54.73634,25.23730,http://www.stops.lt/vilnius/index.html#stop/3806,,
5516,,"Gedvydžių st.",,54.73689,25.23809,http://www.stops.lt/vilnius/index.html#stop/3807,,
1158,,"Fabijoniškių žiedas",,54.73906,25.24147,http://www.stops.lt/vilnius/index.html#stop/3810,,
5512,,"Fabijoniškių žiedas",,54.74009,25.24062,http://www.stops.lt/vilnius/index.html#stop/3811,,
5811,,"Liudo Giros st.",,54.73400,25.25311,http://www.stops.lt/vilnius/index.html#stop/3820,,
6913,,"Pijaus Žadeikos st.",,54.73504,25.24753,http://www.stops.lt/vilnius/index.html#stop/3816,,
6915,,"Pijaus Žadeikos st.",,54.73552,25.24623,http://www.stops.lt/vilnius/index.html#stop/3831,,
6914,,"Pijaus Žadeikos st.",,54.73490,25.24626,http://www.stops.lt/vilnius/index.html#stop/3815,,
6763,,"Sporto gimnazija",,54.73161,25.24241,http://www.stops.lt/vilnius/index.html#stop/3812,,
6911,,"Sporto gimnazija",,54.73299,25.24470,http://www.stops.lt/vilnius/index.html#stop/3814,,
7811,,"Liudviko Zamenhofo st.",,54.74106,25.22889,http://www.stops.lt/vilnius/index.html#stop/3835,,
7809,,"Salomėjos Nėries st.",,54.73729,25.23245,http://www.stops.lt/vilnius/index.html#stop/3833,,
7810,,"Salomėjos Nėries st.",,54.73817,25.23175,http://www.stops.lt/vilnius/index.html#stop/3834,,
5518,,"Takas",,54.73296,25.23689,http://www.stops.lt/vilnius/index.html#stop/3803,,
5519,,"Takas",,54.73396,25.23608,http://www.stops.lt/vilnius/index.html#stop/3804,,
6924,,"Jovaro st.",,54.72287,25.25407,http://www.stops.lt/vilnius/index.html#stop/3829,,
6926,,"Jovaro st.",,54.72384,25.25396,http://www.stops.lt/vilnius/index.html#stop/3828,,
5813,,"Liudo Giros st.",,54.73313,25.25369,http://www.stops.lt/vilnius/index.html#stop/3821,,
6917,,"Pamiškė",,54.72958,25.25452,http://www.stops.lt/vilnius/index.html#stop/3825,,
6918,,"Pamiškė",,54.73041,25.25490,http://www.stops.lt/vilnius/index.html#stop/3824,,
6921,,"Simono Stanevičiaus st.",,54.72520,25.25372,http://www.stops.lt/vilnius/index.html#stop/3827,,
6922,,"Simono Stanevičiaus st.",,54.72610,25.25418,http://www.stops.lt/vilnius/index.html#stop/3826,,
446,,"Fabijoniškės",,54.73145,25.23739,http://www.stops.lt/vilnius/index.html#stop/3802,,
481,,"Gedvydžių st.",,54.73463,25.23419,http://www.stops.lt/vilnius/index.html#stop/3805,,
5443,,"Gedvydžių st.",,54.73413,25.23420,http://www.stops.lt/vilnius/index.html#stop/3322,,
4388,,"Igno Šeiniaus st.",,54.72146,25.24426,http://www.stops.lt/vilnius/index.html#stop/3832,,
5451,,"Igno Šeiniaus st.",,54.72179,25.24353,http://www.stops.lt/vilnius/index.html#stop/3325,,
823,,"Stasio Lozoraičio st.",,54.72440,25.24251,http://www.stops.lt/vilnius/index.html#stop/3801,,
5450,,"Stasio Lozoraičio st.",,54.72401,25.24241,http://www.stops.lt/vilnius/index.html#stop/3323,,
8269,,"Kaimelio st.",,54.73049,25.24441,http://www.stops.lt/vilnius/index.html#stop/3839,,
8270,,"Kaimelio žiedas",,54.73155,25.24488,http://www.stops.lt/vilnius/index.html#stop/3840,,
8290,,"Liudviko Zamenhofo st.",,54.74203,25.22754,http://www.stops.lt/vilnius/index.html#stop/3836,,
8289,,"Mykolo Lietuvio st.",,54.74374,25.22553,http://www.stops.lt/vilnius/index.html#stop/3837,,
9152,,"Perkūno st.",,54.73936,25.22774,http://www.stops.lt/vilnius/index.html#stop/3331,,
6198,,"Vakario st.",,54.71454,25.41260,http://www.stops.lt/vilnius/index.html#stop/4604,,
5728,,"Fizikos institutas",,54.64212,25.18254,http://www.stops.lt/vilnius/index.html#stop/2903,,
5742,,"Galvės st.",,54.63267,25.15079,http://www.stops.lt/vilnius/index.html#stop/2910,,
5731,,"Lentvario st.",,54.63874,25.17833,http://www.stops.lt/vilnius/index.html#stop/2904,,
5732,,"Lentvario st.",,54.63836,25.17726,http://www.stops.lt/vilnius/index.html#stop/2905,,
7055,,"Stasylų st.",,54.62871,25.13342,http://www.stops.lt/vilnius/index.html#stop/2941,,
7056,,"Stasylų st.",,54.62829,25.13073,http://www.stops.lt/vilnius/index.html#stop/2940,,
4410,,"Vilijos st.",,54.63595,25.17316,http://www.stops.lt/vilnius/index.html#stop/2937,,
5738,,"Vilijos st.",,54.63544,25.17141,http://www.stops.lt/vilnius/index.html#stop/2938,,
6297,,"Gariūnai",,54.65892,25.15913,http://www.stops.lt/vilnius/index.html#stop/2927,,
6609,,"Gariūnai",,54.65908,25.16073,http://www.stops.lt/vilnius/index.html#stop/2928,,
6309,,"Vandenvala",,54.66563,25.17339,http://www.stops.lt/vilnius/index.html#stop/2933,,
6310,,"Vandenvala",,54.66563,25.17389,http://www.stops.lt/vilnius/index.html#stop/2934,,
413,,"Deguonies st.",,54.63601,25.14652,http://www.stops.lt/vilnius/index.html#stop/2911,,
414,,"Deguonies st.",,54.63568,25.14677,http://www.stops.lt/vilnius/index.html#stop/2912,,
504,,"Granito st.",,54.63737,25.14366,http://www.stops.lt/vilnius/index.html#stop/2913,,
7730,,"Elektrinės st.",,54.66746,25.16205,http://www.stops.lt/vilnius/index.html#stop/2932,,
7731,,"Elektrinės st.",,54.66774,25.16234,http://www.stops.lt/vilnius/index.html#stop/2944,,
6296,,"Gariūnai",,54.66002,25.16056,http://www.stops.lt/vilnius/index.html#stop/2926,,
6300,,"Jočionys",,54.66413,25.16171,http://www.stops.lt/vilnius/index.html#stop/2930,,
6301,,"Jočionys",,54.66474,25.16189,http://www.stops.lt/vilnius/index.html#stop/2931,,
6294,,"Kauno plentas",,54.65505,25.15097,http://www.stops.lt/vilnius/index.html#stop/2925,,
6295,,"Kauno plentas",,54.65424,25.15088,http://www.stops.lt/vilnius/index.html#stop/2924,,
6290,,"Kulokiškės",,54.64564,25.14227,http://www.stops.lt/vilnius/index.html#stop/2922,,
